kappa,diameter,odi,fi,fe,formula,run_dir,output_file
200,1.68,0.0032,0.68,0.31999999999999995,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d1.68_sig0.45_500axons_reproducibility_OD200/2025-09-13_18-06-54_d1.68_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d1.68_2025-09-13_18-06-54_d1.68_K200_ODI_0.0032_500fibers.pkl
200,1.68,0.0032,0.67,0.32999999999999996,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d1.68_sig0.45_500axons_reproducibility_OD200/2025-09-14_07-47-46_d1.68_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d1.68_2025-09-14_07-47-46_d1.68_K200_ODI_0.0032_500fibers.pkl
10,2.58,0.0635,0.75,0.25,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD10/2025-09-04_16-53-57_d2.58_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d2.58_2025-09-04_16-53-57_d2.58_K10_ODI_0.0635_500fibers.pkl
10,2.58,0.0635,0.75,0.25,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD10/2025-09-05_14-15-05_d2.58_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d2.58_2025-09-05_14-15-05_d2.58_K10_ODI_0.0635_500fibers.pkl
10,2.58,0.0635,0.73,0.27,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD10/2025-09-06_08-49-19_d2.58_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d2.58_2025-09-06_08-49-19_d2.58_K10_ODI_0.0635_500fibers.pkl
10,2.58,0.0635,0.74,0.26,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD10/2025-09-07_03-31-20_d2.58_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d2.58_2025-09-07_03-31-20_d2.58_K10_ODI_0.0635_500fibers.pkl
10,2.58,0.0635,0.73,0.27,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD10/2025-09-07_22-42-02_d2.58_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d2.58_2025-09-07_22-42-02_d2.58_K10_ODI_0.0635_500fibers.pkl
20,2.58,0.0318,0.73,0.27,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD20/2025-09-04_16-52-48_d2.58_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d2.58_2025-09-04_16-52-48_d2.58_K20_ODI_0.0318_500fibers.pkl
20,2.58,0.0318,0.7,0.30000000000000004,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD20/2025-09-05_08-01-32_d2.58_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d2.58_2025-09-05_08-01-32_d2.58_K20_ODI_0.0318_500fibers.pkl
20,2.58,0.0318,0.72,0.28,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD20/2025-09-06_01-42-09_d2.58_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d2.58_2025-09-06_01-42-09_d2.58_K20_ODI_0.0318_500fibers.pkl
20,2.58,0.0318,0.7,0.30000000000000004,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD20/2025-09-06_19-05-29_d2.58_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d2.58_2025-09-06_19-05-29_d2.58_K20_ODI_0.0318_500fibers.pkl
200,2.58,0.0032,0.67,0.32999999999999996,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD200/2025-09-04_16-48-57_d2.58_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d2.58_2025-09-04_16-48-57_d2.58_K200_ODI_0.0032_500fibers.pkl
200,2.58,0.0032,0.67,0.32999999999999996,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD200/2025-09-05_03-12-50_d2.58_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d2.58_2025-09-05_03-12-50_d2.58_K200_ODI_0.0032_500fibers.pkl
200,2.58,0.0032,0.66,0.33999999999999997,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD200/2025-09-05_14-21-39_d2.58_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d2.58_2025-09-05_14-21-39_d2.58_K200_ODI_0.0032_500fibers.pkl
200,2.58,0.0032,0.66,0.33999999999999997,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD200/2025-09-06_02-04-31_d2.58_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d2.58_2025-09-06_02-04-31_d2.58_K200_ODI_0.0032_500fibers.pkl
200,2.58,0.0032,0.66,0.33999999999999997,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d2.58_sig0.69_500axons_reproducibility_OD200/2025-09-06_13-50-58_d2.58_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d2.58_2025-09-06_13-50-58_d2.58_K200_ODI_0.0032_500fibers.pkl
10,3.5,0.0635,0.74,0.26,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD10/2025-09-04_17-03-59_d3.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d3.5_2025-09-04_17-03-59_d3.5_K10_ODI_0.0635_500fibers.pkl
10,3.5,0.0635,0.77,0.22999999999999998,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD10/2025-09-06_21-06-59_d3.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d3.5_2025-09-06_21-06-59_d3.5_K10_ODI_0.0635_500fibers.pkl
10,3.5,0.0635,0.77,0.22999999999999998,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD10/2025-09-07_14-39-57_d3.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d3.5_2025-09-07_14-39-57_d3.5_K10_ODI_0.0635_500fibers.pkl
10,3.5,0.0635,0.75,0.25,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD10/2025-09-08_10-40-34_d3.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d3.5_2025-09-08_10-40-34_d3.5_K10_ODI_0.0635_500fibers.pkl
10,3.5,0.0635,0.74,0.26,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD10/2025-09-09_04-57-38_d3.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d3.5_2025-09-09_04-57-38_d3.5_K10_ODI_0.0635_500fibers.pkl
20,3.5,0.0318,0.72,0.28,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD20/2025-09-05_16-10-41_d3.5_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d3.5_2025-09-05_16-10-41_d3.5_K20_ODI_0.0318_500fibers.pkl
20,3.5,0.0318,0.72,0.28,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD20/2025-09-06_06-52-11_d3.5_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d3.5_2025-09-06_06-52-11_d3.5_K20_ODI_0.0318_500fibers.pkl
20,3.5,0.0318,0.71,0.29000000000000004,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD20/2025-09-06_21-16-33_d3.5_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d3.5_2025-09-06_21-16-33_d3.5_K20_ODI_0.0318_500fibers.pkl
20,3.5,0.0318,0.71,0.29000000000000004,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD20/2025-09-07_10-49-47_d3.5_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d3.5_2025-09-07_10-49-47_d3.5_K20_ODI_0.0318_500fibers.pkl
20,3.5,0.0318,0.7,0.30000000000000004,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD20/2025-09-08_01-26-14_d3.5_K20_ODI_0.0318_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K20_d3.5_2025-09-08_01-26-14_d3.5_K20_ODI_0.0318_500fibers.pkl
200,3.5,0.0032,0.66,0.33999999999999997,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD200/2025-09-05_16-11-19_d3.5_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d3.5_2025-09-05_16-11-19_d3.5_K200_ODI_0.0032_500fibers.pkl
200,3.5,0.0032,0.65,0.35,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD200/2025-09-06_02-30-40_d3.5_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d3.5_2025-09-06_02-30-40_d3.5_K200_ODI_0.0032_500fibers.pkl
200,3.5,0.0032,0.67,0.32999999999999996,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD200/2025-09-06_13-59-57_d3.5_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d3.5_2025-09-06_13-59-57_d3.5_K200_ODI_0.0032_500fibers.pkl
200,3.5,0.0032,0.66,0.33999999999999997,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD200/2025-09-07_01-39-53_d3.5_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d3.5_2025-09-07_01-39-53_d3.5_K200_ODI_0.0032_500fibers.pkl
200,3.5,0.0032,0.67,0.32999999999999996,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d3.5_sig0.9375_500axons_reproducibility_OD200/2025-09-07_12-21-51_d3.5_K200_ODI_0.0032_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K200_d3.5_2025-09-07_12-21-51_d3.5_K200_ODI_0.0032_500fibers.pkl
10,4.5,0.0635,0.76,0.24,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d4.5_sig1.205_500axons_reproducibility_OD10/2025-09-12_08-05-27_d4.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d4.5_2025-09-12_08-05-27_d4.5_K10_ODI_0.0635_500fibers.pkl
10,4.5,0.0635,0.77,0.22999999999999998,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d4.5_sig1.205_500axons_reproducibility_OD10/2025-09-13_05-16-29_d4.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d4.5_2025-09-13_05-16-29_d4.5_K10_ODI_0.0635_500fibers.pkl
10,4.5,0.0635,0.76,0.24,Ktotal = (fi*Ki*Di^2 + fe*Ke*De^2)/Dtotal^2 + 3*(fi*Di^2 + fe*De^2)/Dtotal^2 - 3,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/data/experiment_d4.5_sig1.205_500axons_reproducibility_OD10/2025-09-13_23-25-49_d4.5_K10_ODI_0.0635_500fibers,/home/nguyt16@ds.vanderbilt.edu/nozomi/experiment/visualization/plots/Kperp_across_diameter/computed_Kperp_total/Kperp_total_K10_d4.5_2025-09-13_23-25-49_d4.5_K10_ODI_0.0635_500fibers.pkl
